#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Rhodobacteraceae bacterium HIMB11	Bacteria	Proteobacteria	Alphaproteobacteria	3.09875	-	-	-	1
Rhodobacteraceae bacterium HL-91	Bacteria	Proteobacteria	Alphaproteobacteria	3.35464	-	-	-	2
Rhodobacteraceae bacterium HLUCCA08	Bacteria	Proteobacteria	Alphaproteobacteria	3.69854	-	-	-	1
Rhodobacteraceae bacterium HLUCCA09	Bacteria	Proteobacteria	Alphaproteobacteria	4.13111	-	-	-	1
Rhodobacteraceae bacterium HLUCCA12	Bacteria	Proteobacteria	Alphaproteobacteria	3.72551	-	-	-	1
Rhodobacteraceae bacterium HLUCCA24	Bacteria	Proteobacteria	Alphaproteobacteria	0.405252	-	-	-	1
Rhodobacteraceae bacterium HLUCCO07	Bacteria	Proteobacteria	Alphaproteobacteria	3.42688	-	-	-	1
Rhodobacteraceae bacterium HLUCCO18	Bacteria	Proteobacteria	Alphaproteobacteria	3.68459	-	-	-	1
Rhodobacteraceae bacterium HTCC2083	Bacteria	Proteobacteria	Alphaproteobacteria	4.01842	-	-	-	1
Rhodobacteraceae bacterium HTCC2150	Bacteria	Proteobacteria	Alphaproteobacteria	3.5829	-	-	-	1
Rhodobacteraceae bacterium KLH11	Bacteria	Proteobacteria	Alphaproteobacteria	4.4875	-	-	-	1
Rhodobacteraceae bacterium O3.65	Bacteria	Proteobacteria	Alphaproteobacteria	4.86208	-	-	-	1
Rhodobacteraceae bacterium PD-2	Bacteria	Proteobacteria	Alphaproteobacteria	5.23234	-	-	-	1
Rhodobacteraceae bacterium REDSEA-S02_B3	Bacteria	Proteobacteria	Alphaproteobacteria	2.07088	-	-	-	1
Rhodobacteraceae bacterium REDSEA-S03_B4	Bacteria	Proteobacteria	Alphaproteobacteria	2.02655	-	-	-	1
Rhodobacteraceae bacterium REDSEA-S11_B6	Bacteria	Proteobacteria	Alphaproteobacteria	1.89232	-	-	-	1
Rhodobacteraceae bacterium REDSEA-S29_B10	Bacteria	Proteobacteria	Alphaproteobacteria	1.7923	-	-	-	1
Rhodobacteraceae bacterium REDSEA-S34_B6	Bacteria	Proteobacteria	Alphaproteobacteria	2.41387	-	-	-	1
Rhodobacteraceae bacterium SB2	Bacteria	Proteobacteria	Alphaproteobacteria	3.63632	-	-	-	1
Rhodobacterales bacterium Alpha_01	Bacteria	Proteobacteria	Alphaproteobacteria	3.85692	-	-	-	1
Rhodobacterales bacterium Alpha_02	Bacteria	Proteobacteria	Alphaproteobacteria	3.55539	-	-	-	1
Rhodobacterales bacterium HTCC2255	Bacteria	Proteobacteria	Alphaproteobacteria	2.2968	-	-	-	1
Rhodobacterales bacterium Y4I	Bacteria	Proteobacteria	Alphaproteobacteria	4.34424	-	-	-	1
Rhodococcus	Bacteria	Terrabacteria group	Actinobacteria	4.53361	1	-	3	49
Rhodococcus aetherivorans	Bacteria	Terrabacteria group	Actinobacteria	5.92275	1	-	2	2
Rhodococcus baikonurensis	Bacteria	Terrabacteria group	Actinobacteria	6.81749	-	-	-	1
Rhodococcus corynebacterioides	Bacteria	Terrabacteria group	Actinobacteria	3.90044	-	-	-	1
Rhodococcus defluvii	Bacteria	Terrabacteria group	Actinobacteria	5.13434	-	-	-	1
Rhodococcus enclensis	Bacteria	Terrabacteria group	Actinobacteria	7.47874	-	-	-	1
Rhodococcus equi	Bacteria	Terrabacteria group	Actinobacteria	5.04317	1	-	-	9
Rhodococcus erythropolis	Bacteria	Terrabacteria group	Actinobacteria	6.89554	1	-	3	15
Rhodococcus fascians	Bacteria	Terrabacteria group	Actinobacteria	5.50211	1	-	2	23
Rhodococcus gordoniae	Bacteria	Terrabacteria group	Actinobacteria	4.82435	-	-	-	1
Rhodococcus imtechensis	Bacteria	Terrabacteria group	Actinobacteria	8.23134	-	-	-	2
Rhodococcus jostii	Bacteria	Terrabacteria group	Actinobacteria	9.70274	1	-	3	2
Rhodococcus koreensis	Bacteria	Terrabacteria group	Actinobacteria	8.29186	-	-	-	1
Rhodococcus kroppenstedtii	Bacteria	Terrabacteria group	Actinobacteria	3.91015	-	-	-	1
Rhodococcus kunmingensis	Bacteria	Terrabacteria group	Actinobacteria	5.62278	-	-	-	1
Rhodococcus kyotonensis	Bacteria	Terrabacteria group	Actinobacteria	5.47107	-	-	-	1
Rhodococcus opacus	Bacteria	Terrabacteria group	Actinobacteria	10.1181	1	-	9	8
Rhodococcus phage CosmicSans	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.046596	1	-	-	1
Rhodococcus phage E3	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.142563	1	-	-	1
Rhodococcus phage REQ1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.051342	1	-	-	1
Rhodococcus phage REQ2	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.04933	1	-	-	1
Rhodococcus phage REQ3	Viruses	unclassified phages	unclassified	0.039474	1	-	-	1
Rhodococcus phage RER2	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.046586	1	-	-	1
Rhodococcus phage RGL3	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.048072	1	-	-	1
Rhodococcus phage RRH1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.01427	1	-	-	1
Rhodococcus phage ReqiDocB7	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.075772	1	-	-	1
Rhodococcus phage ReqiPepy6	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.076797	1	-	-	1
Rhodococcus phage ReqiPine5	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.059231	1	-	-	1
Rhodococcus phage ReqiPoco6	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.078064	1	-	-	1
Rhodococcus phenolicus	Bacteria	Terrabacteria group	Actinobacteria	6.28391	-	-	-	2
Rhodococcus pyridinivorans	Bacteria	Terrabacteria group	Actinobacteria	5.59051	1	-	2	5
Rhodococcus qingshengii	Bacteria	Terrabacteria group	Actinobacteria	7.43081	-	-	-	6
Rhodococcus rhodnii	Bacteria	Terrabacteria group	Actinobacteria	4.38358	-	-	-	2
Rhodococcus rhodochrous	Bacteria	Terrabacteria group	Actinobacteria	6.86723	-	-	-	8
Rhodococcus ruber	Bacteria	Terrabacteria group	Actinobacteria	6.1269	-	-	-	5
Rhodococcus triatomae	Bacteria	Terrabacteria group	Actinobacteria	5.82435	-	-	-	1
Rhodococcus wratislaviensis	Bacteria	Terrabacteria group	Actinobacteria	10.4033	-	-	-	2
Rhodococcus zopfii	Bacteria	Terrabacteria group	Actinobacteria	4.21803	-	-	-	1
Rhodocyclaceae bacterium PG1-Ca6	Bacteria	Proteobacteria	Betaproteobacteria	2.93461	1	-	-	1
Rhodocyclaceae bacterium Paddy-1	Bacteria	Proteobacteria	Betaproteobacteria	3.55404	-	-	-	1
Rhododendron virus A	Viruses	dsRNA viruses	Amalgaviridae	0.003427	1	-	-	1
Rhodoferax ferrireducens	Bacteria	Proteobacteria	Betaproteobacteria	4.96978	1	-	1	1
Rhodoferax phage P26218	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.036315	1	-	-	1
Rhodoferax saidenbachensis ED16	Bacteria	Proteobacteria	Betaproteobacteria	4.24939	-	-	-	1
Rhodoluna lacicola	Bacteria	Terrabacteria group	Actinobacteria	1.43043	1	-	-	1
Rhodomicrobium udaipurense	Bacteria	Proteobacteria	Alphaproteobacteria	3.63111	-	-	-	1
Rhodomicrobium vannielii	Bacteria	Proteobacteria	Alphaproteobacteria	4.01447	1	-	-	1
Rhodonellum psychrophilum	Bacteria	FCB group	Bacteroidetes/Chlorobi group	5.1937	-	-	-	2
Rhodopirellula	Bacteria	PVC group	Planctomycetes	8.77707	-	-	-	1
Rhodopirellula baltica	Bacteria	PVC group	Planctomycetes	7.14558	1	-	-	4
Rhodopirellula europaea	Bacteria	PVC group	Planctomycetes	7.44619	-	-	-	2
Rhodopirellula islandica	Bacteria	PVC group	Planctomycetes	7.4332	-	-	-	1
Rhodopirellula maiorica	Bacteria	PVC group	Planctomycetes	8.87408	-	-	-	1
Rhodopirellula sallentina	Bacteria	PVC group	Planctomycetes	8.18669	-	-	-	1
Rhodoplanes	Bacteria	Proteobacteria	Alphaproteobacteria	8.19389	1	-	-	1
Rhodopseudomonas	Bacteria	Proteobacteria	Alphaproteobacteria	5.51681	-	-	-	2
Rhodopseudomonas palustris	Bacteria	Proteobacteria	Alphaproteobacteria	6.12396	1	-	1	10
Rhodospirillaceae bacterium BRH_c57	Bacteria	Proteobacteria	Alphaproteobacteria	3.91188	-	-	-	1
Rhodospirillaceae bacterium CCH5-H10	Bacteria	Proteobacteria	Alphaproteobacteria	5.92129	-	-	-	1
Rhodospirillales bacterium Alpha_05	Bacteria	Proteobacteria	Alphaproteobacteria	2.84718	-	-	-	1
Rhodospirillales bacterium BBD 1991-14	Bacteria	Proteobacteria	Alphaproteobacteria	5.51034	-	-	-	1
Rhodospirillales bacterium Ga0074136	Bacteria	Proteobacteria	Alphaproteobacteria	4.77185	-	-	-	1
Rhodospirillales bacterium URHD0088	Bacteria	Proteobacteria	Alphaproteobacteria	6.64688	-	-	-	1
Rhodospirillum	Bacteria	Proteobacteria	Alphaproteobacteria	1.8836	-	-	-	1
Rhodospirillum centenum	Bacteria	Proteobacteria	Alphaproteobacteria	4.35554	1	-	-	1
Rhodospirillum rubrum	Bacteria	Proteobacteria	Alphaproteobacteria	4.40656	1	-	1	2
Rhodothermaceae bacterium RA	Bacteria	FCB group	Bacteroidetes/Chlorobi group	4.63066	-	-	-	1
Rhodothermaceae bacterium Tc-Br11_B2g6_7	Bacteria	FCB group	Bacteroidetes/Chlorobi group	3.19645	-	-	-	1
Rhodothermus marinus	Bacteria	FCB group	Bacteroidetes/Chlorobi group	3.38674	1	-	2	4
Rhodothermus phage RM378	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.129908	1	-	-	1
Rhodotorula graminis	Eukaryota	Fungi	Basidiomycetes	21.014	-	-	-	1
Rhodotorula mucilaginosa	Eukaryota	Fungi	Basidiomycetes	19.9818	-	-	-	1
Rhodotorula sp. JG-1b	Eukaryota	Fungi	Basidiomycetes	19.3934	-	-	-	1
Rhodotorula toruloides	Eukaryota	Fungi	Basidiomycetes	20.2239	-	-	-	13
Rhodovibrio salinarum	Bacteria	Proteobacteria	Alphaproteobacteria	4.17652	-	-	-	1
Rhodovulum	Bacteria	Proteobacteria	Alphaproteobacteria	4.83143	-	-	-	2
Rhodovulum phage RS1	Viruses	dsDNA viruses, no RNA stage	unclassified	0.040231	1	-	-	1
Rhodovulum sulfidophilum	Bacteria	Proteobacteria	Alphaproteobacteria	4.73277	1	-	3	4
Rhopalosiphum padi virus	Viruses	ssRNA viruses	Dicistroviridae	0.010011	1	-	-	1
Rhynchosia golden mosaic Yucatan virus	Viruses	ssDNA viruses	Geminiviridae	0.005139	2	-	-	1
Rhynchosia golden mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.005155	2	-	-	1
Rhynchosia mild mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.005162	2	-	-	1
Rhynchosia yellow mosaic India virus	Viruses	ssDNA viruses	Geminiviridae	0.005406	2	-	-	1
Rhytidhysteron rufulum	Eukaryota	Fungi	Ascomycetes	39.8568	-	-	-	1
Ribgrass mosaic virus	Viruses	ssRNA viruses	Virgaviridae	0.006311	1	-	-	1
Rice black streaked dwarf virus	Viruses	dsRNA viruses	Reoviridae	0.029141	10	-	-	1
Rice dwarf virus	Viruses	dsRNA viruses	Reoviridae	0.024839	12	-	-	1
Rice gall dwarf virus	Viruses	dsRNA viruses	Reoviridae	0.025709	12	-	-	1
Rice grassy stunt virus	Viruses	ssRNA viruses	unclassified	0.025142	6	-	-	1
Rice necrosis mosaic virus	Viruses	ssRNA viruses	Potyviridae	0.010757	2	-	-	1
Rice ragged stunt virus	Viruses	dsRNA viruses	Reoviridae	0.026164	10	-	-	1
Rice stripe virus	Viruses	ssRNA viruses	unclassified	0.017145	4	-	-	1
Rice tungro bacilliform virus	Viruses	Retro-transcribing viruses	Caulimoviridae	0.008002	1	-	-	1
Rice tungro spherical virus	Viruses	ssRNA viruses	Secoviridae	0.012226	1	-	-	1
Rice yellow mottle virus	Viruses	ssRNA viruses	unclassified	0.004449	1	-	-	1
Rice yellow mottle virus satellite	Viruses	Satellites	unclassified	0.00022	1	-	-	1
Rice yellow stunt virus	Viruses	ssRNA viruses	Rhabdoviridae	0.014042	1	-	-	1
Richelia intracellularis	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	3.24376	-	-	-	3
Ricinus communis	Eukaryota	Plants	Land Plants	350.622	-	1	-	1
Rickettsia	Bacteria	Proteobacteria	Alphaproteobacteria	1.25621	-	-	-	2
Rickettsia aeschlimannii	Bacteria	Proteobacteria	Alphaproteobacteria	1.3122	-	-	-	1
Rickettsia africae	Bacteria	Proteobacteria	Alphaproteobacteria	1.29092	1	-	1	1
Rickettsia akari	Bacteria	Proteobacteria	Alphaproteobacteria	1.23106	1	-	-	1
Rickettsia argasii	Bacteria	Proteobacteria	Alphaproteobacteria	1.43788	-	-	-	1
Rickettsia asemboensis	Bacteria	Proteobacteria	Alphaproteobacteria	1.37674	-	-	1	1
Rickettsia australis	Bacteria	Proteobacteria	Alphaproteobacteria	1.32328	1	-	1	2
Rickettsia bellii	Bacteria	Proteobacteria	Alphaproteobacteria	1.52208	1	-	-	4
Rickettsia buchneri	Bacteria	Proteobacteria	Alphaproteobacteria	1.65769	-	-	-	1
Rickettsia canadensis	Bacteria	Proteobacteria	Alphaproteobacteria	1.15977	1	-	-	2
Rickettsia conorii	Bacteria	Proteobacteria	Alphaproteobacteria	1.26876	1	-	-	4
Rickettsia endosymbiont of Ixodes pacificus	Bacteria	Proteobacteria	Alphaproteobacteria	1.56473	-	-	-	1
Rickettsia endosymbiont of Ixodes scapularis	Bacteria	Proteobacteria	Alphaproteobacteria	2.10009	1	-	3	1
Rickettsia endosymbiont of Proechinophthirus fluctus	Bacteria	Proteobacteria	Alphaproteobacteria	1.25355	-	-	-	1
Rickettsia felis	Bacteria	Proteobacteria	Alphaproteobacteria	1.58724	1	-	2	4
Rickettsia heilongjiangensis	Bacteria	Proteobacteria	Alphaproteobacteria	1.27847	1	-	-	1
Rickettsia helvetica	Bacteria	Proteobacteria	Alphaproteobacteria	1.41711	1	-	1	1
Rickettsia honei	Bacteria	Proteobacteria	Alphaproteobacteria	1.26876	-	-	-	1
Rickettsia hoogstraalii	Bacteria	Proteobacteria	Alphaproteobacteria	1.48481	-	-	-	2
Rickettsia japonica	Bacteria	Proteobacteria	Alphaproteobacteria	1.28309	1	-	-	2
Rickettsia massiliae	Bacteria	Proteobacteria	Alphaproteobacteria	1.37618	1	-	1	2
Rickettsia monacensis	Bacteria	Proteobacteria	Alphaproteobacteria	1.35345	1	-	-	1
Rickettsia montanensis	Bacteria	Proteobacteria	Alphaproteobacteria	1.2798	1	-	-	1
Rickettsia parkeri	Bacteria	Proteobacteria	Alphaproteobacteria	1.30969	1	-	-	4
Rickettsia peacockii	Bacteria	Proteobacteria	Alphaproteobacteria	1.3149	1	-	1	1
Rickettsia philipii	Bacteria	Proteobacteria	Alphaproteobacteria	1.28774	1	-	-	1
Rickettsia prowazekii	Bacteria	Proteobacteria	Alphaproteobacteria	1.11152	1	-	-	13
Rickettsia raoultii	Bacteria	Proteobacteria	Alphaproteobacteria	1.48328	1	-	3	1
Rickettsia rhipicephali	Bacteria	Proteobacteria	Alphaproteobacteria	1.30547	1	-	2	3
Rickettsia rickettsii	Bacteria	Proteobacteria	Alphaproteobacteria	1.27075	1	-	-	10
Rickettsia sibirica	Bacteria	Proteobacteria	Alphaproteobacteria	1.25473	1	-	-	3
Rickettsia slovaca	Bacteria	Proteobacteria	Alphaproteobacteria	1.27572	1	-	-	2
Rickettsia tamurae	Bacteria	Proteobacteria	Alphaproteobacteria	1.45322	-	-	-	1
Rickettsia typhi	Bacteria	Proteobacteria	Alphaproteobacteria	1.1115	1	-	-	3
Rickettsiaceae bacterium Os18	Bacteria	Proteobacteria	Alphaproteobacteria	1.46925	-	-	-	1
Rickettsiales bacterium Ac37b	Bacteria	Proteobacteria	Alphaproteobacteria	1.91756	1	-	2	1
Rickettsiella grylli	Bacteria	Proteobacteria	Gammaproteobacteria	1.58124	-	-	-	1
Riemerella anatipestifer	Bacteria	FCB group	Bacteroidetes/Chlorobi group	2.16409	1	-	-	28
Riemerella columbina	Bacteria	FCB group	Bacteroidetes/Chlorobi group	2.43679	-	-	-	1
Riemerella phage RAP44	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.049329	1	-	-	1
Rift Valley fever virus	Viruses	ssRNA viruses	Bunyaviridae	0.011979	3	-	-	1
Rikenella microfusus	Bacteria	FCB group	Bacteroidetes/Chlorobi group	2.88008	-	-	-	1
Rikenellaceae bacterium DTU001	Bacteria	FCB group	Bacteroidetes/Chlorobi group	1.90526	-	-	-	1
Rikenellaceae bacterium DTU002	Bacteria	FCB group	Bacteroidetes/Chlorobi group	1.90532	-	-	-	1
Rikenellaceae bacterium DTU049	Bacteria	FCB group	Bacteroidetes/Chlorobi group	1.54093	-	-	-	1
Rinderpest virus (strain Kabete O)	Viruses	ssRNA viruses	Paramyxoviridae	0.015882	1	-	-	1
Rio Bravo virus	Viruses	ssRNA viruses	Flaviviridae	0.01014	1	-	-	1
Risungbinella massiliensis	Bacteria	Terrabacteria group	Firmicutes	3.4212	-	-	-	1
Rivularia	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	8.72877	1	-	2	1
Robiginitalea biformata	Bacteria	FCB group	Bacteroidetes/Chlorobi group	3.53038	1	-	-	1
Robiginitomaculum antarcticum	Bacteria	Proteobacteria	Alphaproteobacteria	2.76947	-	-	-	1
Robinsoniella	Bacteria	Terrabacteria group	Firmicutes	7.56157	-	-	-	2
Robinsoniella peoriensis	Bacteria	Terrabacteria group	Firmicutes	7.39142	-	-	-	1
Rodent Torque teno virus 2	Viruses	ssDNA viruses	Anelloviridae	0.002572	1	-	-	1
Rodent arterivirus	Viruses	ssRNA viruses	Arteriviridae	0.014953	1	-	-	1
Rodent hepacivirus	Viruses	ssRNA viruses	Flaviviridae	0.008879	1	-	-	1
Rodent hepatovirus	Viruses	ssRNA viruses	Picornaviridae	0.007656	1	-	-	1
Rodent pegivirus	Viruses	ssRNA viruses	Flaviviridae	0.011279	1	-	-	1
Romanomermis culicivorax	Eukaryota	Animals	Roundworms	322.766	-	-	-	1
Romboutsia	Bacteria	Terrabacteria group	Firmicutes	2.95367	-	-	-	1
Rosa rugosa leaf distortion virus	Viruses	ssRNA viruses	Tombusviridae	0.003971	1	-	-	1
Rosavirus A	Viruses	ssRNA viruses	Picornaviridae	0.008931	1	-	-	1
Rose cryptic virus 1	Viruses	dsRNA viruses	Partitiviridae	0.00468	3	-	-	1
Rose leaf curl betasatellite	Viruses	Satellites	unclassified	0.001349	1	-	-	1
Rose leaf curl virus	Viruses	ssDNA viruses	Geminiviridae	0.002741	1	-	-	1
Rose leaf rosette-associated virus	Viruses	ssRNA viruses	Closteroviridae	0.017656	1	-	-	1
Rose rosette virus	Viruses	ssRNA viruses	unclassified	0.012356	4	-	-	1
Rose spring dwarf-associated virus	Viruses	ssRNA viruses	Luteoviridae	0.005808	1	-	-	1
Rose yellow mosaic virus	Viruses	ssRNA viruses	Potyviridae	0.009508	1	-	-	1
Rose yellow vein virus	Viruses	Retro-transcribing viruses	Caulimoviridae	0.009314	1	-	-	1
Roseateles depolymerans	Bacteria	Proteobacteria	Betaproteobacteria	5.68172	1	-	-	1
Roseburia	Bacteria	Terrabacteria group	Firmicutes	4.89084	-	-	-	11
Roseburia faecis	Bacteria	Terrabacteria group	Firmicutes	3.33469	-	-	-	1
Roseburia hominis	Bacteria	Terrabacteria group	Firmicutes	3.59212	1	-	-	1
Roseburia intestinalis	Bacteria	Terrabacteria group	Firmicutes	4.41137	1	-	-	3
Roseburia intestinalis CAG:13	Bacteria	Terrabacteria group	Firmicutes	3.29576	-	-	-	1
Roseburia inulinivorans	Bacteria	Terrabacteria group	Firmicutes	4.04846	-	-	-	2
Roseburia inulinivorans CAG:15	Bacteria	Terrabacteria group	Firmicutes	2.95905	-	-	-	1
Roseibacterium elongatum	Bacteria	Proteobacteria	Alphaproteobacteria	3.55511	1	-	-	1
Roseibium	Bacteria	Proteobacteria	Alphaproteobacteria	5.69689	-	-	-	1
Roseiflexus	Bacteria	Terrabacteria group	Chloroflexi	5.8016	1	-	-	1
Roseiflexus castenholzii	Bacteria	Terrabacteria group	Chloroflexi	5.7233	1	-	-	1
Roseimaritima ulvae	Bacteria	PVC group	Planctomycetes	8.11932	-	-	-	1
Roseivirga	Bacteria	FCB group	Bacteroidetes/Chlorobi group	4.08341	-	-	-	1
Roseivirga echinicomitans	Bacteria	FCB group	Bacteroidetes/Chlorobi group	4.18991	-	-	-	1
Roseivirga ehrenbergii	Bacteria	FCB group	Bacteroidetes/Chlorobi group	4.16033	-	-	-	2
Roseivirga spongicola	Bacteria	FCB group	Bacteroidetes/Chlorobi group	4.4811	-	-	-	1
Roseivivax atlanticus	Bacteria	Proteobacteria	Alphaproteobacteria	4.63888	-	-	-	1
Roseivivax halodurans	Bacteria	Proteobacteria	Alphaproteobacteria	4.49281	-	-	-	1
Roseivivax isoporae	Bacteria	Proteobacteria	Alphaproteobacteria	4.89823	-	-	-	1
Rosellinia necatrix	Eukaryota	Fungi	Ascomycetes	45.0284	-	-	-	1
Rosellinia necatrix fusarivirus 1	Viruses	ssRNA viruses	Fusarividae	0.006286	1	-	-	1
Rosellinia necatrix megabirnavirus 1/W779	Viruses	unassigned viruses	Megabirnaviridae	0.016111	2	-	-	1
Rosellinia necatrix megabirnavirus 2-W8	Viruses	unassigned viruses	Megabirnaviridae	0.016944	2	-	-	1
Rosellinia necatrix partitivirus 1-W8	Viruses	dsRNA viruses	Partitiviridae	0.004578	2	-	-	1
Rosellinia necatrix partitivirus 2	Viruses	dsRNA viruses	Partitiviridae	0.003813	2	-	-	1
Rosellinia necatrix partitivirus 6	Viruses	dsRNA viruses	Partitiviridae	0.004961	2	-	-	1
Rosellinia necatrix quadrivirus 1	Viruses	dsRNA viruses	Quadriviridae	0.017078	4	-	-	1
Rosellinia necatrix victorivirus 1	Viruses	dsRNA viruses	Totiviridae	0.005329	1	-	-	1
Roseobacter	Bacteria	Proteobacteria	Alphaproteobacteria	4.1787	-	-	-	5
Roseobacter denitrificans	Bacteria	Proteobacteria	Alphaproteobacteria	4.33123	1	-	4	1
Roseobacter litoralis	Bacteria	Proteobacteria	Alphaproteobacteria	4.74545	1	-	3	1
Roseobacter phage RDJL Phi 1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.062668	1	-	-	1
Roseobacter phage SIO1	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.039898	1	-	-	1
Roseomonas	Bacteria	Proteobacteria	Alphaproteobacteria	4.71926	-	-	-	1
Roseomonas aerilata	Bacteria	Proteobacteria	Alphaproteobacteria	6.42847	-	-	-	1
Roseomonas cervicalis	Bacteria	Proteobacteria	Alphaproteobacteria	5.10098	-	-	-	1
Roseomonas gilardii	Bacteria	Proteobacteria	Alphaproteobacteria	4.61201	-	-	-	1
Roseomonas mucosa	Bacteria	Proteobacteria	Alphaproteobacteria	4.86458	-	-	-	2
Roseovarius	Bacteria	Proteobacteria	Alphaproteobacteria	4.20981	-	-	-	5
Roseovarius atlanticus	Bacteria	Proteobacteria	Alphaproteobacteria	4.57835	-	-	-	1
Roseovarius indicus	Bacteria	Proteobacteria	Alphaproteobacteria	6.06363	-	-	-	2
Roseovarius mucosus	Bacteria	Proteobacteria	Alphaproteobacteria	4.24772	-	-	-	1
Roseovarius nubinhibens	Bacteria	Proteobacteria	Alphaproteobacteria	3.67624	-	-	-	1
Roseovarius tolerans	Bacteria	Proteobacteria	Alphaproteobacteria	3.74912	-	-	-	1
Ross River virus	Viruses	ssRNA viruses	Togaviridae	0.011657	1	-	-	1
Ross's goose hepatitis B virus	Viruses	Retro-transcribing viruses	Hepadnaviridae	0.003024	1	-	-	2
Rotaria magnacalcarata	Eukaryota	Animals	Other Animals	0.702958	-	-	-	1
Rotavirus A	Viruses	dsRNA viruses	Reoviridae	0.018562	11	-	-	1
Rotavirus B	Viruses	dsRNA viruses	Reoviridae	0.017932	11	-	-	1
Rotavirus C	Viruses	dsRNA viruses	Reoviridae	0.01791	11	-	-	1
Rotavirus D chicken/05V0049/DEU/2005	Viruses	dsRNA viruses	Reoviridae	0.0185	11	-	-	1
Rotavirus F	Viruses	dsRNA viruses	Reoviridae	0.018341	11	-	-	1
Rotavirus G	Viruses	dsRNA viruses	Reoviridae	0.018186	11	-	-	1
Rotavirus I	Viruses	dsRNA viruses	Reoviridae	0.017767	11	-	-	1
Rothia	Bacteria	Terrabacteria group	Actinobacteria	2.31516	-	-	-	1
Rothia aeria	Bacteria	Terrabacteria group	Actinobacteria	2.60319	-	-	-	2
Rothia dentocariosa	Bacteria	Terrabacteria group	Actinobacteria	2.50603	1	-	-	8
Rothia mucilaginosa	Bacteria	Terrabacteria group	Actinobacteria	2.2646	1	-	-	20
Rottboellia yellow mottle virus	Viruses	ssRNA viruses	unclassified	0.004194	1	-	-	1
Rotylenchulus reniformis	Eukaryota	Animals	Roundworms	313.576	-	1	-	1
Roundleaf bat hepatitis B virus	Viruses	Retro-transcribing viruses	Hepadnaviridae	0.003368	1	-	-	1
Rous sarcoma virus	Viruses	Retro-transcribing viruses	Retroviridae	0.009392	1	-	-	1
Rousettus aegyptiacus	Eukaryota	Animals	Mammals	1910.25	-	1	-	1
Rousettus aegyptiacus papillomavirus 1	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.00797	1	-	-	1
Rousettus bat coronavirus HKU10	Viruses	ssRNA viruses	Coronaviridae	0.028494	1	-	-	1
Rousettus bat coronavirus HKU9	Viruses	ssRNA viruses	Coronaviridae	0.029114	1	-	-	1
Rouxiella chamberiensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.6521	-	-	-	1
Rozella allomycis	Eukaryota	Fungi	Other Fungi	11.8593	-	-	-	1
Ruania albidiflava	Bacteria	Terrabacteria group	Actinobacteria	4.17492	-	-	-	1
Rubber viroid India/2009	Viroids	unclassified viroids	Rubber viroid India/2009	0.000361	1	-	-	1
Rubella virus	Viruses	ssRNA viruses	Togaviridae	0.009762	1	-	-	1
Rubellimicrobium mesophilum	Bacteria	Proteobacteria	Alphaproteobacteria	4.92184	-	-	-	1
