#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.125	38.6227	GCA_001671315.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02770303
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1151	38.5938	GCA_001671345.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02770305
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1212	38.5991	GCA_001671375.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02772777
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.0992	38.6011	GCA_001671405.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777152
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1329	38.5366	GCA_001671435.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776123
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1174	38.6118	GCA_001671565.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777143
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1187	38.6414	GCA_001671595.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777153
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1358	38.5859	GCA_001671625.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777150
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1171	38.5535	GCA_001671655.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02777148
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1188	38.6178	GCA_001671685.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02770293
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1213	38.5212	GCA_001671715.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02770304
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.113	38.5784	GCA_001671745.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02770302
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1248	38.5935	GCA_001671775.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02772778
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1114	38.555	GCA_001671805.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776108
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1111	38.6623	GCA_001671835.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776115
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.0983	38.6099	GCA_001671865.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776114
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1193	38.6381	GCA_001671895.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776120
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1159	38.5846	GCA_001671925.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02770295
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.1269	38.6697	GCA_001671955.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776119
Saccharomyces cerevisiae	4932	PRJNA247448	247448	Fungi	Ascomycetes	12.134	38.5768	GCA_001671985.1	16	1	-	-	17	-	-	2016/06/20	2016/06/20	Chromosome	The University of Auckland	SAMN02776121
Clavispora lusitaniae	36911	PRJNA323545	323545	Fungi	Ascomycetes	11.8792	44.5	GCA_001673695.1	-	-	-	LYUB01	2075	-	-	2016/06/21	2016/06/21	Contig	Bordeaux University	SAMN05180929
Elaeis guineensis	51953	PRJNA262510	262510	Plants	Land Plants	499.029	32.1	GCA_001672495.1	-	-	-	JRVM01	218141	-	-	2016/06/20	2016/06/20	Scaffold	Seoul National University	SAMN03083522
Colletotrichum higginsianum IMI 349063	759273	PRJNA47061	47061	Fungi	Ascomycetes	50.7161	54.4088	GCA_001672515.1	11	-	-	LTAN01	25	14651	14651	2016/06/20	2016/06/21	Chromosome	Max Planck Institute for Plant Breeding Research	SAMN04420120
Kwoniella dejecticola CBS 10117	1296121	PRJNA191322	191322	Fungi	Basidiomycetes	23.8624	48.4	GCA_000512565.2	-	-	-	ASCJ01	13	8723	8602	2013/12/10	2016/06/22	Scaffold	Broad Institute	SAMN01932837
Plasmodium ovale wallikeri	864142	PRJEB12679	317846	Protists	Apicomplexans	35.6548	28.9	GCA_900088485.1	-	-	-	FLRD01	1914	8571	8421	-	-	Scaffold	KAUST	SAMEA3867551
Plasmodium ovale wallikeri	864142	PRJEB12679	317846	Protists	Apicomplexans	36.407	29.4	GCA_900088545.1	-	-	-	FLRE01	3484	8790	8646	-	-	Scaffold	KAUST	SAMEA3867552
Plasmodium ovale curtisi	864141	PRJEB12678	317845	Protists	Apicomplexans	34.5187	28.4	GCA_900088555.1	-	-	-	FLQV01	4025	7928	7776	-	-	Scaffold	KAUST	SAMEA3867549
Plasmodium ovale curtisi	864141	PRJEB12678	317845	Protists	Apicomplexans	38.01	27.7	GCA_900088565.1	-	-	-	FLQU01	2227	8813	8625	-	-	Scaffold	KAUST	SAMEA3867550
Absidia glauca	4829	PRJEB13349	317991	Fungi	Other Fungi	48.7464	44.5	GCA_900079185.1	-	-	-	FKIZ01	5338	15117	14891	2016/04/11	2016/04/11	Scaffold	FRIEDRICH SCHILLER UNIVERSITY JENA	SAMEA3923633
Plasmodium malariae	5858	PRJEB12680	317842	Protists	Apicomplexans	31.9252	24.7	GCA_900088575.1	-	-	-	FLQW01	7270	6410	6343	2016/06/16	2016/06/16	Scaffold	KAUST	SAMEA3867575
Bipolaris oryzae	101162	PRJNA302320	302320	Fungi	Ascomycetes	31.674	50.5	GCA_001675385.1	-	-	-	LNFW01	1640	-	-	2016/06/22	2016/06/22	Scaffold	University of Minnesota	SAMN04271605
Fusarium poae	36050	PRJNA319914	319914	Fungi	Ascomycetes	46.4768	46.2	GCA_001675295.1	-	-	-	LYXU01	181	14816	14740	-	-	Scaffold	Wageningen UR	SAMN05178635
Magnaporthe oryzae	318829	PRJNA320483	320483	Fungi	Ascomycetes	41.3441	-	GCA_001675595.1	-	-	-	LXOO01	7154	-	-	2016/06/23	2016/06/23	Scaffold	International Wheat Blast Consortium	SAMN04942531
Magnaporthe oryzae	318829		0	Fungi	Ascomycetes	42.9622	49.5	GCA_001675605.1	-	-	-	LXOP01	4301	-	-	2016/06/23	2016/06/23	Scaffold	-	SAMN04942534
Magnaporthe oryzae	318829	PRJNA320483	320483	Fungi	Ascomycetes	42.0845	-	GCA_001675615.1	-	-	-	LXON01	10105	-	-	2016/06/23	2016/06/23	Scaffold	International Wheat Blast Consortium	SAMN04940126
Magnaporthe oryzae	318829	PRJNA320483	320483	Fungi	Ascomycetes	43.6258	49.4	GCA_001675625.1	-	-	-	LXOQ01	1787	-	-	2016/06/23	2016/06/23	Scaffold	International Wheat Blast Consortium	SAMN04942725
Ogataea polymorpha	460523	PRJNA50737	50737	Fungi	Ascomycetes	8.97437	47.9	GCA_001664045.1	-	-	-	AECK01	7	5251	5173	2016/06/17	2016/06/23	Contig	JGI	SAMN00726693
Neotoma lepida	56216	PRJNA319537	319537	Animals	Mammals	2353.86	36.2	GCA_001675575.1	-	-	-	LZPO01	119373	24320	24320	2016/06/23	2016/06/23	Scaffold	University of Utah	SAMN04893622
Ictalurus punctatus	7998	PRJNA281269	281269	Animals	Fishes	783.275	39.8391	GCA_001660625.1	29	1	-	LBML01	9975	27156	47978	2016/06/09	2016/06/21	Chromosome	Auburn University	SAMN03486842
Pseudogymnoascus sp. WSF 3629	1622147	PRJNA276926	276926	Fungi	Ascomycetes	35.5171	48.9	GCA_001662585.1	-	-	-	LAJI01	409	11188	11033	-	-	Scaffold	US Forest Service	SAMN03382555
Pseudogymnoascus sp. 24MN13	1622150	PRJNA276926	276926	Fungi	Ascomycetes	30.1795	50.3	GCA_001662595.1	-	-	-	LAJK01	2827	10363	10269	2016/06/14	2016/06/24	Scaffold	US Forest Service	SAMN03382560
Pseudogymnoascus sp. 23342-1-I1	1524831	PRJNA276926	276926	Fungi	Ascomycetes	32.9003	50	GCA_001662575.1	-	-	-	LAJL01	978	10914	10762	2016/06/14	2016/06/24	Scaffold	US Forest Service	SAMN03382559
Pseudogymnoascus sp. 05NY08	1622149	PRJNA276926	276926	Fungi	Ascomycetes	32.2063	49.8	GCA_001662605.1	-	-	-	LAJM01	571	10662	10514	2016/06/14	2016/06/24	Scaffold	US Forest Service	SAMN03382558
Pseudogymnoascus sp. 03VT05	1622148	PRJNA276926	276926	Fungi	Ascomycetes	33.2926	49.2	GCA_001662645.1	-	-	-	LAJN01	856	10392	10252	2016/06/14	2016/06/24	Scaffold	US Forest Service	SAMN03382557
Pseudogymnoascus verrucosus	342668	PRJNA276926	276926	Fungi	Ascomycetes	30.1749	50.4	GCA_001662655.1	-	-	-	LAJO01	151	10715	10573	2016/06/14	2016/06/24	Scaffold	US Forest Service	SAMN03382556
Amphinemura sulcicollis	143724	PRJNA315680	315680	Animals	Insects	271.925	41.8	GCA_001676325.1	-	-	-	LVVV01	-	-	-	2016/06/24	2016/06/24	Contig	DURESS	SAMN04568201
Baetis rhodani	189839	PRJNA315680	315680	Animals	Insects	174.117	40.2	GCA_001676355.1	-	-	-	LVVX01	-	-	-	2016/06/24	2016/06/24	Contig	DURESS	SAMN04568203
Isoperla grammatica	552050	PRJNA315680	315680	Animals	Insects	509.523	40.1	GCA_001676475.1	-	-	-	LVVW01	-	-	-	2016/06/24	2016/06/24	Contig	DURESS	SAMN04568202
Ustilago cynodontis	63396	PRJNA324362	324362	Fungi	Basidiomycetes	24.3847	-	GCA_001676635.1	-	-	-	LZZZ01	-	-	-	2016/06/25	2016/06/25	Contig	RWTH Aachen University	SAMN05200863
Mus musculus	10090	PRJNA11785	11785	Animals	Mammals	3251.25	41.8304	GCA_000002165.1	21	-	-	AAHY01	668539	31682	45437	2005/07/07	2014/08/26	Chromosome	Celera Genomics	SAMN03004379
Blastocystis sp. subtype 4	944170	PRJNA257240	257240	Protists	Other Protists	12.9194	39.7	GCA_000743755.1	-	-	-	JPUL02	1301	5707	5707	2014/08/15	2015/11/03	Scaffold	Clermont Universite, Universite Blaise Pascal, CNRS UMR 6023	SAMN02949638
Trichoderma asperellum	101201	PRJNA239663	239663	Fungi	Ascomycetes	37.6867	46.9847	GCA_000733085.2	-	1	-	JNNP01	1439	43	17	2014/07/24	2016/06/28	Contig	University of Appleid Sciences of Western Switzerland	SAMN02666739
Ceratocystiopsis minuta	360147	PRJNA325364	325364	Fungi	Ascomycetes	21.2993	61.7	GCA_001676865.1	-	-	-	LZPB01	904	-	-	2016/06/27	2016/06/27	Scaffold	University of Pretoria	SAMN05230112
Aureobasidium pullulans	5580	PRJNA315541	315541	Fungi	Ascomycetes	17.5987	50.4	GCA_001678115.1	-	-	-	LVWM01	1352	6411	6411	-	-	Scaffold	Center for Genomic Regulation (CRG)	SAMN04565625
Leuciscus waleckii	155063	PRJEB12292	320706	Animals	Fishes	752.539	37.4	GCA_900092035.1	-	-	-	FLSR01	4888	-	-	2016/06/27	2016/06/27	Scaffold	CHINESE ACADEMY OF FISHERY SCIENCE	SAMEA3723233
Carlito syrichta	1868482	PRJNA20339	20339	Animals	Mammals	3453.86	41	GCA_000164805.2	-	1	-	ABRT02	337189	25958	27023	2013/09/10	2014/08/04	Scaffold	Washington University (WashU)	SAMN02445010
Ophiocordyceps bispora	61658	PRJEB13655	326358	Fungi	Ascomycetes	6.35938	58.4	GCA_900080695.1	-	-	-	FKNF01	302	-	-	-	-	Contig	UNIVERSITY OF COPENHAGEN	SAMEA3935943
Armillaria fuscipes	108572	PRJNA315660	315660	Fungi	Basidiomycetes	52.9843	-	GCA_001679825.1	-	-	-	LWUH01	24403	-	-	2016/07/05	2016/07/05	Scaffold	Forestry and Agricultural Biotechnology Institute, University of Pretoria	SAMN04567728
Toxocara canis	6265	PRJNA320963	320963	Animals	Roundworms	341.757	26.4	GCA_001680135.1	-	-	-	LYYD01	10853	-	-	2016/07/06	2016/07/06	Scaffold	Hallym University	SAMN04961616
Plasmodium coatneyi	208452	PRJNA315987	315987	Protists	Apicomplexans	27.6855	39.6541	GCA_001680005.1	14	-	-	-	14	5575	5516	2016/07/06	2016/07/14	Chromosome	Malaria Host-Pathogen Interaction Center	SAMN04571750
Fusarium cuneirostrum	235271	PRJNA289542	289542	Fungi	Ascomycetes	49.0078	-	GCA_001680505.1	-	-	-	MAEA01	-	-	-	2016/07/06	2016/07/06	Contig	Iowa State University	SAMN03857069
Fusarium phaseoli	120645	PRJNA289542	289542	Fungi	Ascomycetes	50.5344	-	GCA_001680515.1	-	-	-	MAEB01	-	-	-	2016/07/06	2016/07/06	Contig	Iowa State University	SAMN03857070
Fusarium tucumaniae	232081	PRJNA289542	289542	Fungi	Ascomycetes	48.3836	-	GCA_001680535.1	-	-	-	MAED01	-	-	-	2016/07/06	2016/07/06	Contig	Iowa State University	SAMN03857104
Fusarium tucumaniae	232081	PRJNA289542	289542	Fungi	Ascomycetes	49.6764	49.7	GCA_001680595.1	-	-	-	MAEE01	-	-	-	2016/07/06	2016/07/06	Contig	Iowa State University	SAMN03857101
Fusarium tucumaniae	232081	PRJNA289542	289542	Fungi	Ascomycetes	49.8863	-	GCA_001680725.1	-	-	-	MAEF01	-	-	-	2016/07/06	2016/07/06	Contig	Iowa State University	SAMN03857102
Fusarium azukicola	1174670	PRJNA289542	289542	Fungi	Ascomycetes	51.308	-	GCA_001680625.1	-	-	-	MAEG01	-	-	-	2016/07/06	2016/07/06	Contig	Iowa State University	SAMN03857105
Fusarium brasiliense	235270	PRJNA289542	289542	Fungi	Ascomycetes	49.3828	50.1	GCA_001680685.1	-	-	-	MAEC01	-	-	-	2016/07/06	2016/07/06	Contig	Iowa State University	SAMN03857071
Beauveria bassiana	176275	PRJNA260878	260878	Fungi	Ascomycetes	35.0216	48.7	GCA_001682635.1	-	-	-	JRHA01	12	-	-	2016/07/08	2016/07/10	Contig	Wageningen University	SAMN03066967
Debaryomyces hansenii	4959	PRJNA323601	323601	Fungi	Ascomycetes	11.6201	35.5	GCA_001682995.1	-	-	-	LZDI01	444	-	-	2016/07/10	2016/07/10	Contig	University of Puerto Rico at Mayaguez	SAMN05181838
Chenopodium quinoa	63459	PRJNA306026	306026	Plants	Land Plants	1333.4	36.6	GCA_001683475.1	-	-	-	LPWI01	3486	-	-	2016/07/11	2016/07/11	Scaffold	King Abdullah University of Science and Technology	SAMN04338310
Beauveria bassiana	176275	PRJNA260878	260878	Fungi	Ascomycetes	36.9717	49.6	GCA_001684195.1	-	-	-	JTCW01	251	-	-	2016/07/12	2016/07/12	Scaffold	Wageningen University	SAMN03175166
Beauveria bassiana	176275	PRJNA260878	260878	Fungi	Ascomycetes	38.8285	49.1	GCA_001684205.1	-	-	-	JTCX01	351	-	-	2016/07/12	2016/07/12	Scaffold	Wageningen University	SAMN03175167
Beauveria bassiana	176275	PRJNA260878	260878	Fungi	Ascomycetes	34.4485	51.1	GCA_001684215.1	-	-	-	JTCZ01	3365	-	-	2016/07/12	2016/07/12	Scaffold	Wageningen University	SAMN03175169
Beauveria bassiana	176275	PRJNA260878	260878	Fungi	Ascomycetes	34.7687	49.5	GCA_001684225.1	-	-	-	JTCY01	1694	-	-	2016/07/12	2016/07/12	Scaffold	Wageningen University	SAMN03175168
Pygocentrus nattereri	42514	PRJNA331139	331139	Animals	Fishes	1285.34	40.5	GCA_001682695.1	-	-	-	MAUM01	283517	-	-	2016/07/08	2016/07/12	Scaffold	NCBI	SAMN04522165
Brassica nigra	3710	PRJNA285130	285130	Plants	Land Plants	402.145	36.3207	GCA_001682895.1	8	-	-	LFLV01	2545	-	-	2016/07/10	2016/07/12	Chromosome	Zhejiang University	SAMN03742614
Grifola frondosa	5627	PRJNA314283	314283	Fungi	Basidiomycetes	39.2893	50	GCA_001683735.1	-	-	-	LUGG01	127	15039	15039	2016/07/12	2016/07/12	Contig	Korea University	SAMN04531184
Choanephora cucurbitarum	101091	PRJNA314369	314369	Fungi	Other Fungi	29.0969	37.4	GCA_001683725.1	-	-	-	LUGH01	2814	11977	11977	2016/07/12	2016/07/12	Scaffold	Korea University	SAMN04532838
Cercospora fijiensis CIRAD86	383855	PRJNA19049	19049	Fungi	Ascomycetes	74.1412	45.2	GCA_000340215.1	-	-	-	AIHZ01	56	13131	13066	2013/02/11	2014/08/01	Scaffold	DOE Joint Genome Institute	SAMN02744058
Fusarium pseudograminearum	101028	PRJNA267062	267062	Fungi	Ascomycetes	37.071	47.6989	GCA_000974265.2	4	-	-	JTGB02	26	-	-	2015/04/20	2016/07/14	Chromosome	CSIRO	SAMN03177499
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	26.7537	-	GCA_900016705.1	-	-	-	CZCQ01	-	-	-	2016/07/08	2016/07/08	Contig	INRA-LIPM	SAMEA3575960
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	26.7895	-	GCA_900008665.1	-	-	-	FAXB01	5182	-	-	2016/07/08	2016/07/08	Scaffold	INRA-LIPM	SAMEA3682561
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	26.2875	-	GCA_900009975.1	-	-	-	CZCC01	5993	-	-	2016/07/08	2016/07/08	Scaffold	INRA-LIPM	SAMEA3574751
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	33.4626	51.9	GCA_900010185.1	-	-	-	CZCL01	5445	-	-	2016/07/08	2016/07/08	Scaffold	INRA-LIPM	SAMEA3578347
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	26.3536	55.3	GCA_900010235.1	-	-	-	CZCD01	4669	-	-	-	-	Scaffold	INRA-LIPM	SAMEA3577915
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	28.1242	-	GCA_900010705.1	-	-	-	CZCK01	5029	-	-	2016/07/08	2016/07/08	Scaffold	INRA-LIPM	SAMEA3578180
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	25.9208	-	GCA_900010715.1	-	-	-	CZCE01	5717	-	-	2016/07/08	2016/07/08	Scaffold	INRA-LIPM	SAMEA3575680
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	26.2445	55.4	GCA_900011025.1	-	-	-	CZCP01	4724	-	-	2016/07/08	2016/07/08	Scaffold	INRA-LIPM	SAMEA3577684
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	26.2757	55.4	GCA_900011195.1	-	-	-	CZCN01	4858	-	-	2016/07/08	2016/07/08	Scaffold	INRA-LIPM	SAMEA3578546
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	26.1461	55.4	GCA_900011535.1	-	-	-	CZCJ01	4783	-	-	2016/07/08	2016/07/08	Scaffold	INRA-LIPM	SAMEA3578491
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	27.2484	55.3	GCA_900012385.1	-	-	-	CZCI01	4708	-	-	2016/07/08	2016/07/08	Scaffold	INRA-LIPM	SAMEA3578603
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	26.9069	55.3	GCA_900016685.1	-	-	-	CZCH01	4558	-	-	2016/07/08	2016/07/08	Scaffold	INRA-LIPM	SAMEA3578127
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	23.6467	56.2	GCA_900016695.1	-	-	-	CZCF01	3725	-	-	2016/07/08	2016/07/08	Scaffold	INRA-LIPM	SAMEA3578275
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	26.2105	55.4	GCA_900016715.1	-	-	-	CZCG01	4467	-	-	2016/07/08	2016/07/08	Scaffold	INRA-LIPM	SAMEA3577842
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	26.4564	-	GCA_900016725.1	-	-	-	CZCR01	5202	-	-	2016/07/08	2016/07/08	Scaffold	INRA-LIPM	SAMEA3578677
Kwoniella mangroviensis CBS 8886	1296123	PRJNA191224	191224	Fungi	Basidiomycetes	22.8727	44.9	GCA_000507485.3	-	-	-	ASQF01	41	8560	8429	2013/12/10	2016/07/20	Scaffold	Broad Institute	SAMN01932739
Kwoniella mangroviensis CBS 8507	1296122	PRJNA191223	191223	Fungi	Basidiomycetes	22.6545	44.9	GCA_000507465.3	-	-	-	ASQE01	62	8554	8422	-	-	Scaffold	Broad Institute	SAMN01932738
Kwoniella mangroviensis CBS 10435	1331196	PRJNA202099	202099	Fungi	Basidiomycetes	22.6538	44.9	GCA_000507885.2	-	-	-	ASQD01	37	8565	8429	-	-	Scaffold	Broad Institute	SAMN02141314
Kwoniella pini CBS 10737	1296096	PRJNA191226	191226	Fungi	Basidiomycetes	20.8286	40.2	GCA_000512605.2	-	-	-	ASCL01	18	7930	7829	2013/12/10	2016/07/20	Scaffold	Broad Institute	SAMN01932741
Kwoniella bestiolae CBS 10118	1296100	PRJNA191321	191321	Fungi	Basidiomycetes	24.3608	47.3	GCA_000512585.2	-	-	-	ASCK01	12	9270	9133	-	-	Scaffold	Broad Institute	SAMN01932836
Kwoniella heveanensis BCC8398	1296120	PRJNA191335	191335	Fungi	Basidiomycetes	25.4694	51.9	GCA_000507405.3	-	-	-	ASQB01	67	8048	7927	2013/12/10	2016/07/20	Scaffold	Broad Institute	SAMN01932850
Kwoniella heveanensis CBS 569	1296119	PRJNA191336	191336	Fungi	Basidiomycetes	25.2533	51.9	GCA_000507425.3	-	-	-	ASQC01	242	8001	7871	2013/12/10	2016/07/20	Scaffold	Broad Institute	SAMN01932851
Manis javanica	9974	PRJNA256023	256023	Animals	Mammals	2547.4	41.5	GCA_001685135.1	-	1	-	JSZB01	80670	25268	41843	2016/07/14	2016/07/14	Scaffold	The International Pangolin Research Consortium	SAMN02935387
Ellobius lutescens	39086	PRJNA305123	305123	Animals	Mammals	2353.19	39.9	GCA_001685075.1	-	-	-	LOEQ01	58423	-	-	2016/07/14	2016/07/14	Scaffold	Erasmus medical center (ErasmusMC)	SAMN04317027
Ellobius lutescens	39086	PRJNA305123	305123	Animals	Mammals	2191.77	41	GCA_001685115.1	-	-	-	LOJG01	413500	-	-	2016/07/14	2016/07/14	Scaffold	Erasmus medical center (ErasmusMC)	SAMN04317028
Ellobius talpinus	329620	PRJNA305123	305123	Animals	Mammals	2265.97	41.3	GCA_001685095.1	-	-	-	LOJH01	350460	-	-	2016/07/14	2016/07/14	Scaffold	Erasmus medical center (ErasmusMC)	SAMN04317029
Arachis duranensis	130453	PRJNA288069	288069	Plants	Land Plants	1075.96	31.8	GCA_001687015.1	-	-	-	MAMN01	20214	-	-	2016/07/18	2016/07/18	Scaffold	Diploid Progenitor Peanut A-genome Sequencing Consortium (DPPAGSC)	SAMN03799425
Chenopodium pallidicaule	882375	PRJNA326220	326220	Plants	Land Plants	337.011	35.7	GCA_001687005.1	-	-	-	MATR01	3013	-	-	2016/07/18	2016/07/18	Scaffold	King Abdullah University of Science and Technology	SAMN05271594
Rhagoletis zephyria	28612	PRJNA321204	321204	Animals	Insects	1113.96	37.3	GCA_001687245.1	-	-	-	LYWK01	86670	28028	34587	-	-	Scaffold	University of Illinois at Urbana-Champaign	SAMN04977950
Halocafeteria seosinensis	357350	PRJNA301433	301433	Protists	Other Protists	44.6208	-	GCA_001687465.1	-	-	-	LVLI01	-	-	-	2016/07/19	2016/07/19	Contig	Dalhousie University	SAMN04576703
Vigna unguiculata subsp. unguiculata	3920	PRJNA325510	325510	Plants	Land Plants	695.046	13.6	GCA_001687525.1	-	-	-	MATU01	224035	-	-	2016/07/20	2016/07/20	Scaffold	Cowpea Modern Breeding Consortium	SAMN05236222
Hyalella azteca	294128	PRJNA243935	243935	Animals	Other Animals	550.886	38.5	GCA_000764305.2	-	-	-	JQDR02	18000	-	-	-	-	Scaffold	Baylor College of Medicine	SAMN02978968
Homo sapiens	9606	PRJNA31257	31257	Animals	Mammals	3236.34	41.4558	GCA_000001405.23	24	1	-	-	823	59870	114021	2002/08/02	2016/06/06	Chromosome	Genome Reference Consortium	-
Mus musculus	10090	PRJNA11777	11777	Animals	Mammals	2807.72	41.9473	GCA_000001635.7	21	1	-	-	304	48509	78239	2004/09/02	2016/06/22	Chromosome	Universidad de Zaragoza	-
Tilletia indica	43049	PRJNA325874	325874	Fungi	Basidiomycetes	37.4603	54.6	GCA_001689995.1	-	-	-	MAPW01	366	-	-	2016/07/20	2016/07/20	Scaffold	ICAR-Indian Institute of Wheat and Barley Research, Karnal	SAMN05257085
Tilletia indica	43049	PRJNA325874	325874	Fungi	Basidiomycetes	37.2169	54.7	GCA_001689945.1	-	-	-	MAPX01	470	-	-	2016/07/20	2016/07/20	Contig	ICAR-Indian Institute of Wheat and Barley Research, Karnal	SAMN05257086
Tilletia indica	43049	PRJNA325874	325874	Fungi	Basidiomycetes	43.7366	54.6	GCA_001689965.1	-	-	-	MAPY01	8805	-	-	2016/07/20	2016/07/20	Scaffold	ICAR-Indian Institute of Wheat and Barley Research, Karnal	SAMN05257087
Kluyveromyces marxianus	4911	PRJNA316809	316809	Fungi	Ascomycetes	10.6955	40	GCA_001692465.1	-	-	-	LYPD01	1096	-	-	2016/07/21	2016/07/21	Contig	University of the Free State	SAMN04590183
